Timestamp,gender,What is your age group?,"How often do you plan and book leisure travel (vacations, weekend trips, etc.)?",How much do you spend on a typical trip?,What type of trips do you most enjoy? (Select up to 3),"How often do you use Social media platforms (Instagram, Facebook, TikTok) such as Facebook, Twitter, TikTok, Instagram, Youtube?","Which Social media platforms (Instagram, Facebook, TikTok) Platform do you use the most?","Have you ever come across a sponsored travel post or ad while browsing Social media platforms (Instagram, Facebook, TikTok)?",If Yes: Which platform do you recall seeing sponsored travel content on most often?,"When you see sponsored travel content, how likely are you to take the following actions?",Sponsored travel content helps me discover destinations or experiences I might not have considered otherwise?,Which sources do you typically use FIRST when starting to research a new travel destination?,Which type of travel content do you find most helpful when making booking decisions?,"When researching travel destinations or accommodations, how often do you notice that some content is labeled as 'sponsored,' 'ad,' or 'promoted'?","How much do you agree with this statement: 'I trust user-generated content (reviews, photos from other travelers) more than professionally produced travel content.'",How long does your typical travel planning process take from initial research to final booking?,On which device do you most often research and book travel?,"How often do you seek opinions from friends, family, or online communities before making a travel booking decision?",Which new travel content features would you find most helpful when planning a trip?,"Think about a recent travel booking you made. Describe how different types of content (photos, reviews, ads, recommendations) influenced your final decision. What made certain content more convincing or trustworthy to you?","Based on your experience with travel content and booking websites, what changes would make you more likely to trust and engage with travel recommendations or promotions? What frustrates you most about current travel content?",Name,Email
2025-05-21,Female,60,Less than once per year,more than $2500,"Luxury travel, Beach holidays, Adventure / outdoor activities",Several times a week,Facebook,Yes,None,Click link,Agree,"Search engines (Google, Bing)",Written reviews from other travelers,Always notice,Disagree,1-3 weeks,Laptop,Often,Curated lists of hidden gems and off-the-beaten-path ideas,Sample.,Sample.,User0_75,user0_75@example.com
2025-05-16,Female,60,Less than once per year,more than $2500,"Beach holidays, Wellness / relaxation retreats, Budget travel",Several times a week,Facebook,Yes,None,Click link,Agree,"Search engines (Google, Bing)",Written reviews from other travelers,Always notice,Disagree,1-3 weeks,Laptop,Often,Curated lists of hidden gems and off-the-beaten-path ideas,Sample.,Sample.,User0_76,user0_76@example.com
2025-05-07,Male,60,Less than once per year,more than $2500,"Adventure / outdoor activities, Budget travel, Beach holidays",Several times a week,Facebook,Yes,None,Click link,Agree,"Search engines (Google, Bing)",Written reviews from other travelers,Always notice,Disagree,1-3 weeks,Laptop,Often,Curated lists of hidden gems and off-the-beaten-path ideas,Sample.,Sample.,User0_77,user0_77@example.com
2025-05-31,Male,60,Less than once per year,more than $2500,"Budget travel, Wellness / relaxation retreats, Adventure / outdoor activities",Several times a week,Facebook,Yes,None,Click link,Agree,"Search engines (Google, Bing)",Written reviews from other travelers,Always notice,Disagree,1-3 weeks,Laptop,Often,Curated lists of hidden gems and off-the-beaten-path ideas,Sample.,Sample.,User0_78,user0_78@example.com
2025-04-09,Male,60,Less than once per year,more than $2500,"Visiting friends or family, Adventure / outdoor activities, Cultural / historical experiences",Several times a week,Facebook,Yes,None,Click link,Agree,"Search engines (Google, Bing)",Written reviews from other travelers,Always notice,Disagree,1-3 weeks,Laptop,Often,Curated lists of hidden gems and off-the-beaten-path ideas,Sample.,Sample.,User0_79,user0_79@example.com
2025-02-19,Female,60,Less than once per year,more than $2500,"Cultural / historical experiences, Budget travel, Luxury travel",Several times a week,Facebook,Yes,None,Click link,Agree,"Search engines (Google, Bing)",Written reviews from other travelers,Always notice,Disagree,1-3 weeks,Laptop,Often,Curated lists of hidden gems and off-the-beaten-path ideas,Sample.,Sample.,User0_80,user0_80@example.com
2025-04-12,Female,60,Less than once per year,more than $2500,"Luxury travel, Beach holidays, Wellness / relaxation retreats",Several times a week,Facebook,Yes,None,Click link,Agree,"Search engines (Google, Bing)",Written reviews from other travelers,Always notice,Disagree,1-3 weeks,Laptop,Often,Curated lists of hidden gems and off-the-beaten-path ideas,Sample.,Sample.,User0_81,user0_81@example.com
2025-01-20,Male,60,Less than once per year,more than $2500,"Wellness / relaxation retreats, Luxury travel, Budget travel",Several times a week,Facebook,Yes,None,Click link,Agree,"Search engines (Google, Bing)",Price comparisons and deals,Always notice,Disagree,1-3 weeks,Laptop,Often,Curated lists of hidden gems and off-the-beaten-path ideas,Sample.,Sample.,User0_82,user0_82@example.com
2025-03-26,Male,60,Less than once per year,more than $2500,"Budget travel, City breaks, Adventure / outdoor activities",Several times a week,Facebook,Yes,None,Click link,Agree,"Search engines (Google, Bing)",Price comparisons and deals,Always notice,Disagree,1-3 weeks,Laptop,Often,Budget calculators or cost breakdowns,Sample.,Sample.,User0_83,user0_83@example.com
2025-04-06,Male,60,Less than once per year,more than $2500,"Cultural / historical experiences, City breaks, Beach holidays",Several times a week,Facebook,Yes,None,Click link,Agree,"Search engines (Google, Bing)",Price comparisons and deals,Always notice,Disagree,1-3 weeks,Laptop,Often,Budget calculators or cost breakdowns,Sample.,Sample.,User0_84,user0_84@example.com
2025-04-08,Male,60,Less than once per year,more than $2500,"Wellness / relaxation retreats, Visiting friends or family, Luxury travel",Several times a week,Instagram,Yes,None,Click link,Agree,"Search engines (Google, Bing)",Price comparisons and deals,Always notice,Disagree,1-3 weeks,Laptop,Often,Budget calculators or cost breakdowns,Sample.,Sample.,User0_85,user0_85@example.com
2025-01-31,Female,60,Less than once per year,more than $2500,"Visiting friends or family, Wellness / relaxation retreats, Luxury travel",Several times a week,Instagram,Yes,None,Click link,Agree,"Search engines (Google, Bing)",Price comparisons and deals,Always notice,Disagree,1-3 weeks,Laptop,Often,Budget calculators or cost breakdowns,Sample.,Sample.,User0_86,user0_86@example.com
2025-02-05,Female,60,Less than once per year,more than $2500,"Adventure / outdoor activities, Budget travel, City breaks",Several times a week,Instagram,Yes,None,Click link,Agree,"Search engines (Google, Bing)",Price comparisons and deals,Always notice,Disagree,1-3 weeks,Laptop,Often,Budget calculators or cost breakdowns,Sample.,Sample.,User0_87,user0_87@example.com
2025-02-19,Female,60,Less than once per year,more than $2500,"Cultural / historical experiences, Luxury travel, City breaks",Several times a week,Instagram,Yes,None,Click link,Agree,"Search engines (Google, Bing)",Price comparisons and deals,Always notice,Disagree,1-3 weeks,Laptop,Often,Budget calculators or cost breakdowns,Sample.,Sample.,User0_88,user0_88@example.com
2025-01-15,Male,60,Less than once per year,more than $2500,"Cultural / historical experiences, Luxury travel, Beach holidays",Several times a week,Instagram,Yes,None,Click link,Agree,"Search engines (Google, Bing)",Price comparisons and deals,Always notice,Disagree,1-3 weeks,Laptop,Often,Budget calculators or cost breakdowns,Sample.,Sample.,User0_89,user0_89@example.com
2025-06-18,Male,60,Less than once per year,more than $2500,"City breaks, Beach holidays, Wellness / relaxation retreats",Several times a week,Instagram,Yes,None,Click link,Agree,"Search engines (Google, Bing)",Price comparisons and deals,Always notice,Disagree,1-3 weeks,Laptop,Often,Budget calculators or cost breakdowns,Sample.,Sample.,User0_90,user0_90@example.com
2025-02-21,Female,60,Less than once per year,more than $2500,"Wellness / relaxation retreats, City breaks, Adventure / outdoor activities",Several times a week,Instagram,Yes,None,Click link,Agree,"Search engines (Google, Bing)",Price comparisons and deals,Always notice,Disagree,1-3 weeks,Laptop,Often,Budget calculators or cost breakdowns,Sample.,Sample.,User0_91,user0_91@example.com
2025-04-15,Female,60,Less than once per year,more than $2500,"Luxury travel, Budget travel, Wellness / relaxation retreats",Several times a week,Instagram,Yes,None,Ignore,Agree,"Search engines (Google, Bing)",Price comparisons and deals,Always notice,Disagree,1-3 weeks,Laptop,Often,Budget calculators or cost breakdowns,Sample.,Sample.,User0_92,user0_92@example.com
2025-03-14,Female,60,Less than once per year,more than $2500,"Visiting friends or family, Budget travel, Wellness / relaxation retreats",Several times a week,Instagram,Yes,None,Ignore,Agree,"Search engines (Google, Bing)",Price comparisons and deals,Always notice,Disagree,1-3 weeks,Laptop,Often,Budget calculators or cost breakdowns,Sample.,Sample.,User0_93,user0_93@example.com
2025-06-20,Female,60,Less than once per year,more than $2500,"City breaks, Beach holidays, Cultural / historical experiences",Several times a week,Instagram,Yes,None,Ignore,Agree,"Travel review sites (TripAdvisor, Yelp)",Price comparisons and deals,Always notice,Disagree,1-3 weeks,Laptop,Often,360° video tours,Sample.,Sample.,User0_94,user0_94@example.com
2025-04-21,Female,60,Less than once per year,more than $2500,"Wellness / relaxation retreats, Cultural / historical experiences, Visiting friends or family",Several times a week,Instagram,Yes,None,Ignore,Agree,"Travel review sites (TripAdvisor, Yelp)",Price comparisons and deals,Always notice,Disagree,1-3 weeks,Laptop,Often,360° video tours,Sample.,Sample.,User0_95,user0_95@example.com
2025-03-13,Female,60,Less than once per year,more than $2500,"Wellness / relaxation retreats, Cultural / historical experiences, Budget travel",Several times a week,Instagram,Yes,None,Ignore,Agree,"Travel review sites (TripAdvisor, Yelp)",Price comparisons and deals,Always notice,Disagree,1-3 weeks,Laptop,Often,360° video tours,Sample.,Sample.,User0_96,user0_96@example.com
2025-03-27,Male,60,Less than once per year,more than $2500,"Beach holidays, Cultural / historical experiences, Wellness / relaxation retreats",Several times a week,Instagram,Yes,None,Ignore,Agree,"Travel review sites (TripAdvisor, Yelp)",Price comparisons and deals,Always notice,Disagree,1-3 weeks,Laptop,Often,360° video tours,Sample.,Sample.,User0_97,user0_97@example.com
2025-05-19,Male,60,Less than once per year,more than $2500,"Visiting friends or family, Beach holidays, City breaks",Several times a week,Instagram,Yes,None,Click link,Agree,"Travel review sites (TripAdvisor, Yelp)",Price comparisons and deals,Always notice,Disagree,1-3 weeks,Laptop,Often,360° video tours,Sample.,Sample.,User0_98,user0_98@example.com
2025-05-01,Male,60,Less than once per year,more than $2500,"Adventure / outdoor activities, City breaks, Visiting friends or family",Mulitple times a day,Facebook,Yes,None,Click link,Agree,"Travel review sites (TripAdvisor, Yelp)",Price comparisons and deals,Always notice,Disagree,1-3 weeks,Laptop,Often,360° video tours,Sample.,Sample.,User0_99,user0_99@example.com
2025-04-15,Male,60,Less than once per year,more than $2500,"Budget travel, City breaks, Luxury travel",Mulitple times a day,Facebook,Yes,None,Click link,Agree,"Travel review sites (TripAdvisor, Yelp)",Price comparisons and deals,Always notice,Disagree,1-3 weeks,Laptop,Often,360° video tours,Sample.,Sample.,User0_100,user0_100@example.com
2025-04-12,Female,60,Less than once per year,more than $2500,"Visiting friends or family, Beach holidays, Adventure / outdoor activities",Mulitple times a day,Facebook,Yes,None,Click link,Agree,"Travel review sites (TripAdvisor, Yelp)",Price comparisons and deals,Always notice,Disagree,1-3 weeks,Laptop,Often,360° video tours,Sample.,Sample.,User0_101,user0_101@example.com
2025-06-22,Male,60,Less than once per year,more than $2500,"Adventure / outdoor activities, Cultural / historical experiences, City breaks",Mulitple times a day,Facebook,Yes,None,Click link,Agree,"Travel review sites (TripAdvisor, Yelp)",Price comparisons and deals,Always notice,Disagree,1-3 weeks,Laptop,Often,360° video tours,Sample.,Sample.,User0_102,user0_102@example.com
2025-06-16,Female,60,Less than once per year,more than $2500,"Cultural / historical experiences, Visiting friends or family, Budget travel",Mulitple times a day,Facebook,Yes,None,Ignore,Agree,"Travel review sites (TripAdvisor, Yelp)",Price comparisons and deals,Always notice,Disagree,1-3 weeks,Laptop,Often,360° video tours,Sample.,Sample.,User0_103,user0_103@example.com
2025-04-03,Female,60,Less than once per year,more than $2500,"Luxury travel, Beach holidays, City breaks",Mulitple times a day,Facebook,Yes,None,Ignore,Agree,"Travel review sites (TripAdvisor, Yelp)",Price comparisons and deals,Always notice,Disagree,1-3 weeks,Laptop,Often,360° video tours,Sample.,Sample.,User0_104,user0_104@example.com
2025-04-08,Male,60,Less than once per year,more than $2500,"Luxury travel, Visiting friends or family, Adventure / outdoor activities",Mulitple times a day,Facebook,Yes,None,Ignore,Agree,"Travel review sites (TripAdvisor, Yelp)",Price comparisons and deals,Always notice,Disagree,1-3 weeks,Laptop,Often,360° video tours,Sample.,Sample.,User0_105,user0_105@example.com
2025-04-25,Male,60,Less than once per year,more than $2500,"Adventure / outdoor activities, Visiting friends or family, Budget travel",Mulitple times a day,Facebook,Yes,None,Click link,Agree,"Travel review sites (TripAdvisor, Yelp)",Price comparisons and deals,Always notice,Disagree,1-3 weeks,Laptop,Often,360° video tours,Sample.,Sample.,User0_106,user0_106@example.com
2025-01-14,Female,60,Less than once per year,more than $2500,"City breaks, Budget travel, Luxury travel",Mulitple times a day,Facebook,Yes,None,Click link,Agree,"Travel review sites (TripAdvisor, Yelp)",Price comparisons and deals,Always notice,Disagree,1-3 weeks,Laptop,Often,360° video tours,Sample.,Sample.,User0_107,user0_107@example.com
2025-04-11,Male,60,Less than once per year,more than $2500,"Budget travel, Luxury travel, Wellness / relaxation retreats",Mulitple times a day,Facebook,Yes,None,Click link,Agree,"Search engines (Google, Bing)",Price comparisons and deals,Always notice,Disagree,1-3 weeks,Laptop,Often,360° video tours,Sample.,Sample.,User0_108,user0_108@example.com
2025-02-22,Male,60,Less than once per year,more than $2500,"Beach holidays, Wellness / relaxation retreats, City breaks",Mulitple times a day,Facebook,Yes,None,Click link,Agree,"Search engines (Google, Bing)",Price comparisons and deals,Always notice,Disagree,1-3 weeks,Laptop,Often,Budget calculators or cost breakdowns,Sample.,Sample.,User0_109,user0_109@example.com
2025-01-09,Male,60,Less than once per year,more than $2500,"Budget travel, Wellness / relaxation retreats, City breaks",Mulitple times a day,Facebook,Yes,None,Click link,Agree,"Search engines (Google, Bing)",Price comparisons and deals,Always notice,Disagree,1-3 weeks,Laptop,Often,Budget calculators or cost breakdowns,Sample.,Sample.,User0_110,user0_110@example.com
2025-03-06,Male,60,Less than once per year,more than $2500,"Cultural / historical experiences, Visiting friends or family, Adventure / outdoor activities",Mulitple times a day,Facebook,No,None,Click link,Agree,"Search engines (Google, Bing)",Price comparisons and deals,Always notice,Disagree,1-3 weeks,Laptop,Often,Budget calculators or cost breakdowns,Sample.,Sample.,User0_111,user0_111@example.com
2025-04-11,Female,60,Less than once per year,more than $2500,"City breaks, Adventure / outdoor activities, Luxury travel",Mulitple times a day,Facebook,No,None,Click link,Agree,"Search engines (Google, Bing)",Written reviews from other travelers,Always notice,Disagree,1-3 weeks,Laptop,Often,Budget calculators or cost breakdowns,Sample.,Sample.,User0_112,user0_112@example.com
2025-03-08,Female,60,Less than once per year,more than $2500,"Beach holidays, Luxury travel, Cultural / historical experiences",Mulitple times a day,Facebook,No,None,Click link,Agree,"Search engines (Google, Bing)",Written reviews from other travelers,Always notice,Disagree,1-3 weeks,Laptop,Often,Budget calculators or cost breakdowns,Sample.,Sample.,User0_113,user0_113@example.com
